category,text
Mixed_feelings , Thalaivarea kaalioda aatatha neenga kaatitinga   Ini thooku thurai oda alaparaiya naalaiku 1.30 ku Paapinga
Positive , Nanga late ahh vandhalum latest ah varuvom
Mixed_feelings , Sema anna Lv u karthi anna
unknown_state , How many of you life rajini??
Positive , Waiting for Judgement day nerkonda paarvai Trailer Marana Mass THALAAAAAAAA.....‍
Positive , Ippo Yana pana poram? Sweet sapada poram love you thalavaaaaaaaaaa
Positive , Sethupathi padam pakkum pothu irutha mass scenes niyabagam varudhu
not-Tamil , The last part vikram says : You kena tunggu lebih lama lagi untuk tau saya
Mixed_feelings , Paaaaaaa more thaaan Hollywood range... Excited to have watch over it
Positive , Like icon ah terika vidalama thala blood's
Positive , Yow songs epo ya viduvinga BGM verra level ....... #Thala_forever
Positive , Thaka fans ah iru dha like poduga
not-Tamil , തല അജിത് kerala fans like here
Positive ," Thala un rasiganu solla santhsama ,karvama irukku"
Positive , Pandey and Thala argument  Super thala nadakakuduthu
Positive , 1.5M views in 60min அம்மோவ்
Positive , 2020 Fulla un thiruvizha tha dhaunsh Anna
unknown_state , Yan daa like podrathu easy nu unga ishtathukku ethuku like athuku comment nu podringlaa ethellaam Oru polappu
Positive , Mana thalvair epaime gethuda sema inda pongal
Positive , Indias pride ... Shankar Sir & Team...
Positive , Gud Morning Thala Bloods.Enna Nanba Readya.Viswasam Trailerku Senja Sambavatha Vida Sirapaa Siyanum.
Negative , Unga nalla manasuku epayum vettri than THALA ungaluku. phinix  bird thala nenga vizhamattinga
Positive , 1 million likes kondu varanum keep share THALA bloods...
Positive , Oru channel la sona marie pana matingala daaa dei
unknown_state , 1:53fight scene kola mass vera level
Positive , YuvaN       BGM
Negative , 1M like varathu pola nalaki kuda sethu
Positive , Nee Nadigan Enpadhukaga un Rasigar illa Nalla Manithan...
Positive , Oruthar mela viswasam katradhukaga inoruthara aen asingapaduthringa    Sema Thala.........
Positive , intha maari movie tamil cinema la vanthathu ila 1000 movie vanthurukum da
Mixed_feelings , Dei yennada marvel maari kondu varinga
Mixed_feelings , Not bad........... Any way karthik flop agama.. Iruka...... வாழ்த்துக்கள்
Positive , waiting Thalapathy 64🤟 # Lokesh kanagaraj
Positive , Trending no1 thala YOUTUBE KING THALA
Positive , Vera levelu Thalaivar    Always i love Thalaivar
Mixed_feelings , Ajith acting matha movie la ellam nalla irunthathu.but Nerkonda parvai trailer romba Mokkaya Tha iruku...
Positive , Romba naalaiku apuram Oru 'RAJINI' padam.
Negative , Sexy shradhaa ava unmeyave virgin ille... Avala poyi kekera kelveeya adhe...
Positive , Semma MASS Chiyan Vikram Sir  I am waiting
Positive , Enga thala.stzit parvaila avar gethana kuralila summa kalakuraru pa thala da
Negative , Surya vathu mairavathu nethan than thalaiva nadipin arakkan
not-Tamil , Unlike Pandravan ellam Saman Thukie (Seeman) group .
Positive , Naa trailer ah thalaivar kaga pakka varala..vj sethu anna kaga than pakka vandhurukken..🤩
Negative ," Lokesh Kanagaraj fans, leave a like"
not-Tamil , Superstar Rajnikaant nahi Akshay kumar hai..title theek karo movie walo
Positive , Trending.. La.. Naanga.. Thanada.. No.. 1
Positive , Thala ku aaga dhaan padamae pola
Positive , Pariyerum Perumal Ku award varala but next time indha movie Ku kedaikanum.
Positive , Amaa eppa yenna ..panna..poromm ....ahaaaa      ...Sweet ....sapdaa poroomm.......
Positive , kaidhi vera lvl trailer idhaa dewali kaidhii dhaa king
Positive , Thalaivaaa verithanam .........apdye chumma therikkavidra
Positive , The end by chiyan “you kena tunggu lebih lama lagi untuk thosai”!!! Rocking b***h!!
Positive , Love u THALA DULQUER SALMAAN FANS KERALA
Mixed_feelings , Nan thalaivre tralare ra 40tamies Ku mela pathuten I am whating asuran
Mixed_feelings , 102 k views 151 k likes
Positive , 0 haters in world chiyaan vikram
Positive , Marana maass thalaivaaa i love you sir
Positive , Yenga anna yeppov super hero dhan
Positive , Bro thalapathy fans kuda nalla irukku nu solranga romba happy ya irukku
not-Tamil , Cinema kàndathinnuu shashaammm trailer kannunnnaa arengillummm ondoo
Positive , Thala and yuvan ..like ha therika vidungada pasangala...bgm vera level ..
Positive , Trailer pala thadava parthavanga mattum our like
Positive , Video Pakrathuku munnadiye Like pannavanga mattum Kai ah thookunga
Positive , 801k  Naraya naraya naraya naraya naraya naraya!!!!
Positive , I am waiting vera level trailer i ever seen
Positive , Maranam maranam maranam last bgm therikkudhu gv bro vera level
Mixed_feelings , Yevanavathu Yuvan BGM pathi pesurangala nu paaru..
Mixed_feelings , Viswasam teaser ku wait panravan like podu
unknown_state , Super star petta pongal  petta paraak
Positive , Thalaivar + ThalaivARR =
Positive ," Oruthara mela nenga viswasam katrathukaga,inoruthara yen asinga paduthuringa....... Sema"
Positive , Mass mass mass mass mass mass mass mass mass mass mass mass
Positive , 0.42 bgm vera level gvp.....Vetri maaran no words
unknown_state , Antha padatha vida... intha padam nalla irukum poliye
Positive , Wow nice trailer rajini kant super star
Positive , Thalaivaaaaaaaa 7 days to go Thalaivaru tharisanam
unknown_state , Comment pakka vandha nanba nanbigal like pannitu pooga
Positive , Today trailer paaththu padam paakka wait panravangka like podungka.
unknown_state , adichu under wear oda  oda vitralama
Negative , Ratchasan music Mari eruku startngla 🤔🤔enaku matum Tha apdi thonutho
Positive , Ithu Peru thaan pakka mass.....woww goosebumbs
Mixed_feelings , Viswasam trailor 2 hrs la vandha like kooda indha trailor ku ithana naal la varala
Positive , Fully rajinism ... Thalaivaaaaaa mass.. fdfs Kalakata poguthu.... Thalaivaaaaaa
Positive , Paeru DHANUSH'u! National award winner DHANUSH'u! Kaelvi patrukeengala! Verithanamaa waiting for ASURAN
Positive , Thalaiver mass super  star rajini
Positive , Vetrimaran erukara varaikum Dhanush ku no tension
Positive , Nanba sekaram like 1m kontu vaaga
Positive , Karthi padathula ithu oru nalla padam
Mixed_feelings , Krish movie fans like here  🤙
Positive , tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa tɦaʟa
Positive , Chiyaan vikram sir i like u r costume i like u r moment
Positive , Inum 1m likes  kuda varala  🤣🤣
Mixed_feelings , Semmaya erukku.. Trailer... Enga anna eppovum grate hero dha... Love you sk anna....
Negative , Ne ala vijay muturatha kudikerked tha laki
unknown_state , Petta movie pakka Yarellam Wait Panringa
Positive , Srk fan plz dislike tha video
Negative , Last vara dialog thavaravera onnum edupadala. Movie ya paathutu comment pandren
unknown_state , Will blockbuster Yes - Like  No - Comment
Positive , 1.18 Yaarlam  TeeJay ah Patheenga?
Mixed_feelings , Hindi la U/A certificate. Tamil la U certificate. Yepdi da dei? Yellarum India la thaane irukkom?
Positive , Valimai kku wait panravanga thatra likes ah
Mixed_feelings , Aiyooo ithu petta illa thalaivar settaaaayena style yena alaga katirukanunga semmaaaa
Positive , Marana mass thala end fight vera level look semma mass ah eruku
Positive , Movie la night shots neraya iruku
Negative , Chindhamani kolakkes.   ....like podra
Positive , yaar ellaam thala ah theater la paarka marana waiting la irukinga oru like podunga
Mixed_feelings , Jan 10 ke Pongal start aakuthu
Mixed_feelings , Wow wow wow... Thalaivaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa....... proud to be every Indian... <3 thanks to shankar sir and holl team...
Negative , Kichadi padhiri ella English padathaiyum mix panni irrukkan shankar. Vera level pavam
unknown_state , Super. 1 like is equivalent to 100 likes.
Mixed_feelings , Oruthar Mela Neenga Viswasam kaatrathukaga Innoruthar enn Asinga paduthu ringa
Positive , Rajini sir telugu fans like
Positive , Last dialogue is a hint to his fans... Thala mela visvasam kaatrathuku thalapathy ya asinga padutha koodathu
Positive , Trending in sri lanka.. I am very happy. Hit like..
Positive , #NO MEANS NO  THALA  DIALOUGE DELIVERY SUPER
Mixed_feelings , Oruthar Mela Neenga Viswasam Kaattradhukkaga Innoruthara Yen Asinga Paduthuringa
not-Tamil , Nenu ee movie chusanu super movie
Positive , Yarellam morning wake up aanathum trailer paakka vanthinga???
Positive , Our sirappaana taramaana movie book panna poram
Positive , semmmmmmmaaaaaaaaaaaa performance thala Mr.Ajith sir........... Good
Positive , Pongal ke confirm sweet sapada porum
Positive , Indha pongaluku release ana  Adutha pongal Vara odanumndravanga like podunga.
Positive , Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala Thala
Positive ," Ajith solra Last line,  idha yavadhu pathu thirundunga da dai"
Positive , T h a l a
Positive , super star na Marana mass thaan
not-Tamil , jaby Koay ka reaction aya rahega abhi tak
Positive , Thala awwsm n u1 bgm rocks
Positive , Indha padam pengalukanadhu nalla samooga seerkeduku edhirana padam Ner konda parvai wow awesome thala ‍‍‍‍‍‍
Positive ," HIGHLY EXCITED WAITING FOR KARTHI, SAM CS BGM"
Mixed_feelings , 82k watch but 115k likes
Positive ," Classss , massssu , Pattayakelapum makkal Selvan  Semma trailer Vjs dialogue masssu ultimate Geththu pa namba màkkal Selvan"
Negative ," Wowowowowoowowoowowoowo, lets go superstar, love u rajini sir"
Positive , Yosikkama bhagubali movie da comber pannalam Vera level la irukum paru
Positive , Pattaya Kilaputhupaa trailer... !!!!! Get Rajnified  !!!
Positive , Thala irukum pothu ethuvum nadakathu. Thala kaakum pothu erumbum thudikathu. Thala Tucker doi
Positive ," Jithu- kaali- singaar singh veri Aatam, jan 10 mark the date , king  arrives"
Positive , oruthar mela neenka viswasam kaddurathukkaka innoruthara en asinkapaduthurinka! true line for some ajith fans and vijay fans!
Positive , Netru - super star   Indru - super star   Nalai -super star   Endrum  SUPER STAR
Negative , ye film 3000 carore paar karegi keval india me double Blockbuster movies   toofan aa jayga thiyetar me
Positive , Dhanush - Vetrimaran - Gvp Yarrukellam intha combo pidikum
Negative ," Great vfx, ugly protaginist... Looks like a joke !"
Positive , Va thala ni va paddaya kilappuram
Negative , Sk Anna haters Like here 🤣
Positive , Haiyya jolly  Night kulla 15 million views thandidum
Positive , 1:30 na indha scene kagave Trailer ah marubadiyum marubadiyum pathutu irukan thalaivar oda WoW moment
Positive , Superb next surprise.... cinematography romba nala iruku
Negative ," Ama athu enna last la loose motion pora Maari nadanthu varathu..,"
Positive , pangaaligala intha vegam paththaathu innum vegama likes ah therika vidunka
Positive , Ena Pangalikala Return No.1 Trending KonduVaralama...!!!  Link Ah Share Panunka 1M Likes Adichu Akanum..
Negative , Otha  tharamana sampavam diwali ku iruku   ...bigil  valakqm pola  oo ooothan🤣🤣🤣🤣🤣🤣
Mixed_feelings , Krish #part 3 vanthudicha  iyooo ithukku dha ivlo naal wait pannittu irunthan    Negalum ithukku dha wait panringana  Sollunga
unknown_state , Oru oru move ila # sticker iruku. Dove Style.
unknown_state , Visvasam trailer oda namba thailaivar trailer tha naala iruku nu solravanga like podunga
Positive , Intha yr Diwali inum mudiyala Nov 29@diwali
Positive , 3 hours agidu 1 million varala
Mixed_feelings , Akshay kumar 1st dialog olunga kekala... Ennadu paah adu ??? Cell phone vechu irruka ovovruthanu....????
not-Tamil , Ith thanneyalle ithrem kaalam aayt nammal kand kond nikunnath
unknown_state , After viswasam trailer.....  Hit like
Positive ," Appaddi yellaam nadakaath,nadakka koodaath....ufffffthala appadiye vere track"
Positive , Mass ivara minja yarum illa porakavum illa
Positive , DHANUSH AND VETRIMAARAN THE ORIGINAL ASURAN
Positive , Thlivarku trilar ra vida teaser than semaiya iruku
Positive , If anyone saw teejay in it....
Mixed_feelings , kannilla rajini rasika mudhevikala....poi savingada....intha vfxiku athuthan nalla mudiva erukum
Positive , Enga thatha irruka varaikum neraya neraya nadakathu da  ellam ajith pathupan da
Negative , Intha vayasaana kaalathla intha kelattu payaluku idhellaam thevaiyaa Kumaaru ???
Negative , Tamil natula evalo prechena poitu irruku ithu Roomba mokiya ma porali daa
Positive , Best makeup (getup) for rajini after Shivaji film!!
unknown_state , Adichi under wear oda oda vituruvean lol
not-Tamil , luv u ರಜನಿ... luv from Karnataka
Positive , Trailer bangam youv shankar yepaya ni ippadi oru padam rajini vechi yeduka pora yepapar robo gobo ni poya
Negative , Neerkondaparvai bgm Mathiri irukku gv why
Positive , Thala&YuvaN  Vera level ....   #ipdi neraya neraya neraya nerayaaaaaaaaa....
Positive , Thala acting Vera level neraya neraya neraya neraya neraya dialogue awesome mass &class.
Negative , Thalaivar ku 35k dislikes ah epdida manasu varuthu ungaluku  sleeper cells ugala
Positive , Ennada bomma padam mathire irukku enna kandravi anim ithu
Positive , Appa enna stylish thalaiva. Marana Mass
Positive , 0:37 Vivek Siva Mervin Solomon Magical Voice
not-Tamil , You kena tunggu lagi untuk tahu saya
Negative , Sarkar teaser gave much better results in 24h
Positive , 400k++ likes in 5 million views...
Positive , Semma mass rajini sir love you
not-Tamil , Marana massss.........  Thalaivarr  pwoli..... Katta waiting....
Positive , Rajini daaaaa Rajini !!! Chumma athiruthu
Positive , E ka Bawasir Bana Diye ho
Positive , are you virgin scene iruka
Positive , Marana waiting for nkp fdfs ku
Mixed_feelings , Ivaruku vayasu agala vayasu koranchukitu iruku
Positive , King maker thala .... wonderful hero...love u thala ....love u love u love u.....
Negative , Mega sod power renger vfx looks like cartoons
Positive , 467k views one hour mela change aagamale iruku something happened?
Positive , Epo da kondi varuvinga 1.4 Million like
not-Tamil , U kena tunggu lebih lama lagi...  Untuk tahu saya ...
Positive , To those who disliked =  Oruthar meala vishwasam katurathukaga inoruthar ah yen asinga paduthuringa???? 🤕
Negative ," Dislike options thooki podungaaaaa daw, rendu like option venum Rajinified"
Positive ," Marana maaaaaaas thalaiva . Soooper star .,"
Positive , Idhu yenna da Batman ku vandha sodhanai..
Positive , Thalaiva marana waiting... Super star mass nu katringa...
Positive , Kola gaandu la irukkan!  Sweet sapadu porom! Style ah? Naturally...
Positive , Ajith = h.Vinod= Siva = h. Raja
Mixed_feelings , Vijay sethupathi fans hit a like
Positive , Sema Sema Sema Sema Sema Sema Sema Sema Sema Sema Sema
Positive , Wowww thala Ajith Kumar is awesome paaaaaaaaa
Positive , Moodevi nga content paakama dislike podudhunga. Thevangu. Trailer end la correct ah iruku
Positive , Thalaivar sonna maari sweet sapida poren
Positive , 10 Million view's kooda varala nu Vijay fans kalaaikraanga ..plz thala fans 10 M views vara vainga..inaiku kulla
Positive , Naaangalaum pakkaathan poorommmm...... Engee thalaivar odee aattaatheee
Positive , Apdiea innum knjm dhn Shankar sir. Avengers ah beat panniralam.... Move on Fire
Positive , Mass mass maas mass chiyaan Vikram
Negative , Inniki 10.5 million views reach panlama pangalingala adichi thookalamaa
not-Tamil , ಜಜಠಷಬ ಜಗಳ ಡಬ್ಬ ಜೇನು ರುಚಿ ಖ ಉಜ್ಟ್ಚಿ ಖ್ಠಿಞ್ಝ ಉಜ್ಟ್ಚಿ ಛಿಜ ಖ್ಠಿಞ್ಝ ಈ #nkp ಬಠಪಢಝ ಜಂಅಂಇ ಋಋ ಡಘಫಫಝ ಡಝಫಷ ಢಘಟಗಙಬಷಢ
Positive , wow Is Movie 3Million   View 175k Like Best luck Bikram Sir Fan Likr Here
unknown_state , Telangana.    Ajith fans oka like vesukondi
Positive , U1 + thala mass....Bgm  🤩🤩🤩
Positive , Cant wait thalaivare  Thookkudurai alappareyum pakkanum
Positive , Thalaiver  Thalaiver thaaa Vera pechaaa  Kedaiyathu  Pettai daaaa
