category,text
unknown_state , Yudham Nanmayum Thinmayum thammilalla.....  Thinmayum Thinmayum thammilanu..
Negative , Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ
unknown_state , Views 25k aayitolu.. but like 77k  youtubine vattayo...
Positive , I am കട്ട  waiting for ഒടിയൻ
Positive , Vishukk entha special enn aarelum chodichaal ad madhuraraaja aanenn paranjeer
not-malayalam , Mohanlal sir masss..... I am tamilnadu fan
unknown_state , Mammookka fans inu like adikkan ulla comment
not-malayalam , Titles look like HOBBS'S AND SHAW'S FAST AND FURIOUS
Positive , Etu lucifere polichu adukum...... Raja return daa.....
Positive , Ikka muthanu ...prayam koodunthorum kooduthal monjan......
unknown_state , Trailer Kandu thudangyalo 7.9M views aarunu. Kandu kazinjapo 8M aayi! 🤯
unknown_state , CHEKUTHANMARUDE RAJAVU LUCIFER @lalettan @rajuvettan #romanchification
Positive , Oru 100cr koody njnga Ing aduthu #EIDMUBARAK
not-malayalam , Age is just a number for ikka
Negative , Ethu powlikkum maduraraja yum puliyum myrumonnumalla nammukke vendate immatiri items aane
Positive , 100 o 200 crore club il keeriyillelum padam super aayal mathi naangalkk Love you Ikka  Love you Laletta
unknown_state , Angane murukante karyathil Oru teerumanam ayii
Positive , Malayalathinte swandham lalettanu  all kerala dulquar salman fansinte vijayasamshagal
Mixed_feelings , Endo aa dilouge delivery endo pole..
Positive , Odiyanil poya pratheeksha luciferin thannekkua ....Etta....minnichekkane .
unknown_state , Trailer 20 ill kooduthal kandavar like here
unknown_state , Lalletan fans ellarum like adich power kanikke
Positive , Ini aaanu kali trailer kalakki above expectations
unknown_state , 2019 November I'll ith kanan vannavar undo
not-malayalam , Tamil Nadu fans  Vera level machi trailer
unknown_state , tovi mwthinte mass kannnan vannavar undo....
unknown_state , Cinema kanditum idakku idakku keri trailer kanund
not-malayalam , Superbly done Vyshak sir
unknown_state , Lucifer Madhurarajayekkal ishtamayavar Like . Madhuraraja Luciferineikal ishtamayavar comment Nammukku nokkam aaru jayikumennu
unknown_state , Cinema kandit vannu trailer kanunna ethraperund evde
Positive , Marana maasss feeel trailer. Padathinum ad kittiyal polikum
Negative , Trailer erengunenu mumb 5.2k dislike adichavanmark ente naduviral namaskaram
unknown_state , Peru orkunnilla..  Oru english film orma vannu..
Mixed_feelings , Pulimurugan pole thane und set ....onnu Matti pidikarnnu....
Negative , Poojapura mohanan fans moonchi. ഇക്ക പൊളി
Negative , OVER HYPE KODUTH EE OOLA PADATINU VENDI TALLIYA ELLA OOMBANMARAYA LALAPPAN FANSINTE KARANAKUTTIK NOKI ONN POTTIKAN TONUNNAVAR LIKE EDUKA
Negative , Enna njan oru kaaryam parayatte..ee padam pottum....odiyan avashtha aavum..mark my words
Positive , Kandittum kandittum madhiyaavunnillallo deyvame.....Ente laletta ningal star alla oru GALAXY aanu
not-malayalam , One & only mammangam ....... loading
Positive , Njan poye kanan mammookkaye al wahdha MALL njan kandu
Positive , Ee like button oru thavanaye adikkaan pattu allee
Negative , 2.7k unlike adicha pengalepanni makkalkku ente naduviral namaskaram
not-malayalam , Happy birthday.    ...... Mammookkaa....
unknown_state , Veendum veendum kanunnavar like adii makkalae
not-malayalam , Waiting  cr film from mammukka
Mixed_feelings , Trailer oru spark aakunnilla.... But still waiting .....
Negative , Ethinokke dislike adikkunnavar aan malayala cinimayuday shapam 🤦‍
unknown_state , Aha aha nalla kidilan thalavettu
Positive , vijaricha Pola allallo kidu analla
Positive , Mass....  kola masssss Tovino polichadukiiiii Tovino uyirr annuu.....
Positive , Annyaayam... *ROMANJAM*    ikkaaaaaaaa.........
Positive , Sunny chechinte song kelkkan waiting
Positive , John Abraham Palakkal ....Marana Mass Mammookka
Positive , Adichu makkale... 10M.. Epozhm trailer kanunnavar undo??
Negative , within 3hrs- 212k views
Positive , Oru aradhakan avanayi oru katha menanju.... Aradhakan stronganekill avan double strong anu..... #prithvi#lalettan
unknown_state , Sira avan shardichu Pakshe maala kittila  Ini idikkano.  Venda kutta oruttam
Positive , All best mammokka  Team mamangam  Mammokka fans like 🤘
Positive , Wowww.. Amazing.. Katta waiting.. Ikka and unni.. Super..
unknown_state , Muvattupuzha kaaaar ondo Ee padam shoot cheytat ivadaaanu
unknown_state , Capable actress nte nirayilekk baby mol varumennullavar
unknown_state , Odiyane thakarkkan kanji vilambi nadannavarkku ulla chicken biriyani...oru biriyani edukkatte chetta..
not-malayalam , mamuka    super    unda   will  super
Negative , Atom bomb
not-malayalam , This is I needed  laletta rajuvetta
Positive , Mammokka ponnikka happy birthday  love you
Positive , Lalettan annum innum ennum mollywood raja
Positive , ingeru karanam abhimanikkam oroo malayalikkum
not-malayalam , I like dulqer Salman and mummooka acting
not-malayalam , #Kalki - #TovinoThomas look Vera Level
unknown_state , Pisharadoyude padathil abinayikan kanicha a manasundaloo athanu mamooka
unknown_state , Aval aa kadele freezer il alle.  Ithipo kadha motham ondallo trailer il.
not-malayalam , Lucifer being  3rd most viewed Malayalam trailer aayi ... After aadu 2 and bahubali
Mixed_feelings , Ithu Tamil movie ah illa Malayalam movie ah? Mostly Tamil dialogue in Malayalam slang :P
Positive , Oru rekshayum illa makkale poliiiii action scenes
Negative , Ith  arabikkadalinte simhamalla Hippo Pottamaas.Kunjali marakkare Baahubali dressokke itt priyadarshan abhamanikkunnu.Cashing vendi charithrathe Valachodikkunnu.
unknown_state , Ittymaani trailer polichuu aarokke ittymaani fds pokunnund like adi
not-malayalam , Meraa ghar west bungal i love mammookka
Positive , Trailer kanditt padam hit aanenn thonnunnu
not-malayalam , l like mammooty sir filim
Positive , Nta daivamme ....Ponnu laletta  ningal muthannu
not-malayalam , NEERALI TRAILER 945K VIEWS . ABRAHAMINTE SANTHATHIKAL 2million VIEWD
unknown_state , Adutha masterpiece aavum mammookkayude  പ്രിത്വി
Positive , Vere level love you laletta... 🤩
Positive , Mollywood stylish aavanmenkil namude ikka tanne varanam      mega star
Positive , simha thailvaaaaaaaa ie pravasham double strongalla  triple strong  raja solunathdanda seyuve  seyunate mathram soluve mammmoookkaa polikkum
not-malayalam , THE KING IS BACK BORN TO WIN
Negative , Kashtapettu Unlike cheyyunnavar aaruda fans ennathinu samsayamilla  iniyatra unlike adichalum avarkariyam Padam records bedikumennu
unknown_state , Last thalaiva tonum ikkante jumbum
Mixed_feelings , Saleem Kumarinu old look (Pokkiri Rajayile look) aayirunnu kooduthal chercha
unknown_state , Pakkadane pore kaliyude aattathe march 28
unknown_state , 1:44 mammookkkkaaa Mammookkkaa Unni mugundhan  okkee  endhuuu
Negative , Manju..ival ithilum ondooo naasham..apo ee padavum njjn kaanunnilaa
not-malayalam , Lalettan fans from Tamilnadu like here
not-malayalam , theriyumille..Raja seyyarthu tha solluva..sollarthu mattum tha solluva....
Mixed_feelings , Ith orumathiri thelungu padam pole undallo
unknown_state , Oru pakshe yennum oru thavana yenkilum minimum ellaarum kaanunna trailer Ithaayirikkum ..no doubt.....
unknown_state , Muthaaapoooyyyyy hoooooooooo yyyyyyyyyyyyyyy odiyan loading
not-malayalam , MEGASTAR MAMMOOTTY  MAMANGAM M PADMAKUMAR MALAYALAM MOVIE
Positive , Ndh kadippada 13k dislike adichavark.. Nallath kanda nallathenne parayanm.... Atra chorinnindanki valla mullu murikinm ker myrole
unknown_state , Luv u laletta ....katta fans undo..prithviraj fans hit like
Negative , dislike adicha 9.5 k dislikeolikalkkulla adi kodukkanulla nool
Mixed_feelings , Kurch colour koodi poyo ennoru samshayam....
unknown_state , Cinima hitt akumenn karutunnavar like
not-malayalam , Video hay nhung sao lai danh nhau vay
Positive , Charithra cinema cheyyan annum innum mammukkaye vellan oruthanum illa. Kidiloski trailer.
unknown_state , 1.3 k dislike adichath eath kundamaran
Positive , ithu pwolikkum... sudaani from nigeria movie eavdokyo manasil oodi vannu...!!!
Mixed_feelings , Good luck ikka from lalattan fan
not-malayalam , T H E  C O M P L E T E  A C T O R
not-malayalam , Super ikka  hbd our der mammukka
Positive , Trailer yethra pravashyam kandenn yenikkane ariyilla
unknown_state , Sheriya eattante eathra kali namallu kandittullatha hehe
Positive , Enna lookanu ikka...... U r the best
Positive , Ikka ki jai powli trailer onum parayan ella super masss
Positive , Oru raksha yil Laleetan polichuuu rajuettan nega vare level annuuuu
Positive , Happy New Year LalettaCinema kanduketto..Love u
Mixed_feelings , SaMbaVaM KiduKki FiGht Parappich Parappich ThElUng kadakkuo🤔
Positive , box office nte kaaryathil oru theerumaanamaaay
unknown_state , Arenkilum oru karayam sredhicho narasimham film ile bgm  puthiya rupathilakki
Positive , Tovino machanzz oru rakshayumilla waiting for  kalkki
unknown_state , Robot comedy super nit fame Sooraj aanenn aarkkokke ariyam
Positive , Mamangam oru mamangamaayi thanne kondadum... great
unknown_state , That “വാടാ “ vili   ettan
not-malayalam , Mammooka here in Abudhabi trailer madura raja
Negative , aaahaaaa negative comment aayi kure pannikal vannallllloooo
unknown_state , Dileepettante kudumba cinema kaathirikkunnavar please like
Positive , Ithu polikkum surajin kodukk oru like.
Positive , Vedikettu...ee vecation Lucifer kondupoyi makkale....Lalettan & Rajuettan ....
Mixed_feelings , Chila undertaker toon aduku manakunondu  sradhichu kakanaam
Mixed_feelings , Aha ithu pulimurugan trailer pole undallo ?  Aghane thonnivar adi like !
Negative , Trailer nte pokku kandattu valya pratheeksha illa..    nammade george ettans pole
Positive , Onnum parayanilla.. ikka ee role polichadakkum enn sure
unknown_state , dis like adikkunnavanmark ethire like adikkan button
Positive , Malayala cinemayude range enthanen ariyan erikkunathe ullu MAMANGAM
Positive , Poli.      L
Positive , inn poyi padam kandu ..ufffffff oru rakshayum illa poliii
Mixed_feelings , Cherudaaytt #thegreatfather bgm vanno ennoru doubt ( first)
Positive , Malayala cinemayude .....  Ore oru Rajavu   #Lalettan
Mixed_feelings , Story ere kore pidi kitti kazhinju....
Positive , Mass trailer... Lalettaaaaa oru rakshayumilla. Pwolichu... Lalettan muthaanu... Prithvi sarikum njettichu. Lalettan+prithvi=Lucifer(blockbuster )... Lalettan ishtam
Negative , Itrayum nalla Padam ee oola channelil enthinna ittee
not-malayalam , 503k for  madura raja  teaser
Positive , Avasanam oru superman puchu ude  mamukka powlikum  kude madura rajayum
Negative , E trailornu unlike adicha ella oolakalkum
not-malayalam , Pls dub to tamil..
Negative , Eee padam ettu nilayil moonchum
unknown_state , Trailer kand chiri vannavar ivide like adi
Mixed_feelings , pulimurukan trailer ano kanunath 🤔
Negative , Trailer kandal ariyam nalla oombiya padam aanunn
Positive , lov uuuuuuuuuu etttaaaaaaa  romajam vanu chavum
unknown_state , No raksha mammokka poli ikka fans like here
not-malayalam , Pridhviraj Sukumaran.... You are a genius...!!
Positive , Uff uff uff ijjadi ikaaaaaaaaaaaaa ponnikkkaaaaaaaa
Mixed_feelings , Ithrayum predisha koduthittu adutha odiyan akathirunna mathiyayirunnu🤪🤪
not-malayalam , 2 million viewrs ufff mammookka
Positive , Kgf poleyulla padam kanda feel.. kidilam
not-malayalam , Tamil la dubbing panni relese pannunga
Negative , enthu myru dailogado ikkayude ketitile athu pole para mo e.
Positive , Jayasurya MASS Look! And super trailer
Positive , Kola mass ennu thoniyavar evdea like adiku
not-malayalam , Please koi bantyega movie ki release date kya hai?
unknown_state , Venda kuttaa uruttaam.       Ufffff
unknown_state , Raja 2 teaserinu  shesham kaanunnnavar like
unknown_state , Padam kazhinju trailer veendum kandavar like adikku . Padam trailer pole alla
Mixed_feelings , nivin pauli annel ithe oru onnonnara Padam ayene
Negative , Nannayi onnu poliyunna lakshnm unde...Thrill maintain cheyan ayillenkil
unknown_state , 27k dislike adichaaa teamsne polikkunnaver evide like adicheee......!  LAL EttaN         Vaaadaaa.........!!!!!
unknown_state , 5 million aya ennu nokkan vannvarundo
Positive , Supr trailer oru vettame like adikkan pattullu ennoru sankadam athra kidu trlr
Positive , Ikkha Mess aanu  #mamookkha  #dq
Positive , Super aakumennu ariyamayirunnu pakshey etu maha maha soooper....
not-malayalam , i cant wait i cant wait !
Mixed_feelings , Namukkokke telugu action padam ishdamanu ithippo telung padam pole undall the best
unknown_state , 1:34 il backil nilkunath prithviraj anennu toniyath eneke matram ano
Positive , Onnum parayaanilla.....kaathirikkunnu Lucifer ney kaanaan!!! Prithvirajj polichuttooo...iniyum porattey cinemakal....Muralii...ingalu muthaanu...
Positive , Full pulimurugan cast🤩🤩🤩ith polikm muruga nee theerneda
not-malayalam , Plzz put to all tv program
unknown_state , 190k views 195k like poli thanne YouTube ilum tallu tudangiyiale
unknown_state , Ethi poy  sec nokki nikkunnavar adi muthe like
not-malayalam , #supportsajeevpillai  If you are a cinema lover!
Positive , Ikka Fans Like here  And Maranamass
unknown_state , Lalettan pola dialogues parayan arakum kazhiyal agakathum ella
Negative , Njan oru Lalettan Fana Ennalum Enikk Teaser Ishtappettilla
not-malayalam , 17k views in 1hr 10k cmnts
not-malayalam , Iam from  punjab.. & Iam big fan of mohanlal
Positive , Oru rakshem illaa  Lalettan  Prithvi
Positive , rajaede pilllar strong anell ettante pillerrr strongoo strong.....
Positive , Mammukka kalakam super trailer rajaiuda team double strong alla trouble strong annu
unknown_state , Climax scene kandit ithinu oru second part venammenu agrahikunnavark like adikanulla coment.
unknown_state , Eee Traileril tovinoya  kondaapol ...rahul gandiya ormma vannavar evida like adi
not-malayalam , Superb trailer I have ever seen.
unknown_state , Thirakku kettan sunny chechiyokkeee venam lee.
Negative , Banal trash. Panavum nashtam samayavum nashtam.
unknown_state , Sunny chechide dance kaanan wait cheyyunnaver like adi ...ahaa
Negative , Dislike adichavarode enik parayanullathe ikka uryir
Positive , Ente ponno rajuvetta namichu lalettan is back
unknown_state , 22k views ennanallo kanikkunne? but 140k olam likes und? athentha angane?🤔
Positive , E  adaaar item adaaar item ennu paranchal entha ennu eppalla manasilayathu
not-malayalam , super super super bumber mega hit  .....
Negative , poraa pratheeksha illa.. Tovi voice rendering sradhichitilla..... camera
unknown_state , Lalettan fans ::::: like adiiiii .....
Mixed_feelings , Mammokka superb... glamour... but trailor nirashapeduthi...
Positive , trailar mas  padam marana mas rajayum pillarum kali thudagi  pakalam
Positive , Ikka
unknown_state , Stephene kaanan nale aarokke varunnundee
Negative , Diriection mosamanu ennoru thonnal.. oru feel varunnilla
not-malayalam , Love from tamilnadu Mohanlal evergreen star
Positive , Ente ponnoo ejjathi  Ithu malayalathinte oreoru mamangam
not-malayalam , LALETTAN FAN . WAITING FOR MAMMOOKKA'S  200 CRORE _MAMAANKAM
Negative , Pottum aenne urappayi .... Inne aethra nilayil pottum aennum koodi nokkiya mathi....
Negative , Vishakinte page allade vere onnum kityille subcribe cheyyann...38 k ane adil agge illed...minimum 500 k..vews ille subcribr kitenamayirunnu....
Positive , Duper hit aavatte  Mammookka
Positive , Dislike adikkunnavan mar kandoooo Lalettan puthiya adar item................
Positive , Romancham vanna trailer... and ...lalettante..Vaadaa...!!!.... ith pwolikkum.....
Positive , Ethra kandalum veendum kanan thonunna trailer.
Positive , Ente ponnu...kiduve...🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 Ikkkkaaaa       Kidu.bgm🥰🥰🥰
unknown_state , E movie full kittaan valla vaziyum ndo...
Negative , Oompitharam alle mr. Producer.
unknown_state , Face of Indian cinema ikka
